,text,source,group,date,intervention,expanding,distancing,assimilating,category
124,pakistan criticized lack religious freedom clinton administrations firstover report religious freedom worldwide exposed pakistans lack generally acknowledging tolerance towards religious minorities india south asian countries report released state department last week said islamic extremist assaulted raped even murdered members religious minorities many cases report noted police fail take necessary precautions investigate prosecute responsible consequently report said failure contributed feeling insecurity many minority religious communities report said discriminatory religious legislation led acts violence directed ahmadis christians hindus zakris noted particular blasphemy provision pakistani penal code stipulated death penalty blaspheming prophet muhammad contributes interreligious tension intimidation fear violence report said february 1997 muslim mobs destroyed homes churches belonging christians khanewal area local police failed take adequate steps control mobs thousands people rendered homeless report added however report acknowledged following attack prime minister nawaz sharif officials visited affected area promised reparations victims publicly voiced support minority rights meanwhile according report although pakistani constitution prohibits discrimination government employment religious minorities reportedly underrepresented levels government service especially senior ranks us government report noted repeatedly urged pakistan repeal blasphemy law issue raised pakistani officials several occasions recent years said although pakistan responded adopting administrative procedures soften effect law problem remains matter concern us government continues press issue added report said washington also taken matter 1997 khanewal riot directly prime minister sharif officials urged equal protection religious minorities regard india report said constitution india secular state provides religious freedom right respected practice report titled us policies support religious freedom focus christians noted national law bar proselytizing indian christians government refused since mid1960s admit new resident foreign missionaries thus said missionaries arrive tourist visas stay short period according report 1993 1900 registered foreign christian missionaries bangladesh report said even though islam state religion constitution provides freedom religion right respected practice noted strong social resistance conversion islam means many missionary efforts directed hindus tribal peoples christian missionaries report said sometimes face problems obtaining visas meanwhile said religious minorities disadvantaged obtaining government jobs though extent problem unknown sri lanka report said buddhism official national religion noted however constitution provides freedom religion right respected practice noted thriving christian community million members mostly roman catholics report also said foreign clergy allowed enter work sri lanka government prohibits entry new jesuits foreign jesuits already country permitted remain acknowledged evangelical christians reported proselytizing efforts often meet hostility harassment local buddhist clergy tiny himalayan kingdom nepal report said described constitution hindu kingdom permits practice religions right respected practice although convention proselytizing prohibited noted said foreigners convicted proselytizing expelled country maldives report said islam state religion citizen required muslims practice religion islam prohibited law however acknowledged foreign residents allowed practice religion privately noted conversion islam may result loss citizenship law never applied practice press conference coinciding release report ordered congress john shattuck assistant secretary state human rights said congressional request report focus christians want stress releasing administration policy actions around world support religious freedom globally apply religions beliefs,India Abroad,Indian,1997-08-01,post,0.0,1.0,0.0,1
125,history muslims india since freedom demographic sociological political history muslims india since independence author professor modern india history provice chancellor jamia millia islamia university new delhi analyzes development muslim religion communities indian since partition today professor hasan reports indias muslim population 110 million larger countrys except indonesia larger fact pakistans bangladesh west bengal largest muslim population 23 followed kerala uttar pradesh bihar karnataka book scheduled publication may 1997 subjected discrimination harsh treatment muslim quarters turbulent 1990s hasan examines origins muslim separatism british making partition india discussions religious practices cultural innovations engineered muslims memoirs ancient contemporary literature arts hasan probes meaning partition host muslim communities individuals families examines indias commitment secularism impact muslim following development secularism days nehru azad recent breakup ideals secularism manifested events politics 1990s final section book surveys state indias muslims since december 1992 babri masjid demolished inclusion ayodhya title authors remarks introduction compel readers think discuss problems facing muslims present day india history way negate rich infusion two religions hinduism islam integral part india since eleventh century hasan argues face abject failures indias religious political leaders preserve secularism responsibility saving falls secular minded indian muslims intellectuals,India Abroad,Indian,1997-07-04,post,1.0,0.0,0.0,1
126,national disaster management committee considered earthquake hit gujarat morning jan 26 permeated public consciousness every part india attracted sympathetic concern parts world however deeper interest processes cognition profound tragedy manner government india people country reacted also logic motivations international reaction crisis initial estimates 1000 1500 people might perished earthquake 3000 injured within 24 hours catastrophe traumatic realities revealed bhuj surrounding villages stood totally destroyed cities ahmedabad jamnagar suffered extensive damage death toll likely 30000 nonfatal casualties anticipated 150000 200000 initial estimates losses computed rs 100 billion rs 150 billion 217 billion 314 pillion acknowledged worst earthquake india suffered independence though central state governments responded promptly calls relief work prime minister atal bihari vajpayee cabinet directly involved decision making situation emerged matter concern despite earthquake latur maharashtra eight years ago supercyclone affected orissa 1999 neither central state governments organized institutional mechanisms disaster management india woefully short modern equipment deal disasters like cyclones floods earthquakes procedural administrative arrangements disaster management still geared prompt enough despite central state governments coped crisis effectively possible past week noteworthy people gujarat proving reputation selfhelp waiting governmental external assistance initial relief work voluntary effort average citizens gujarat fallout gujarat tragedy government india process establishing cabinetlevel national disaster management committee similar committees established level states new procedures regulations formulated disaster management anticipatory monitoring natural disasters importantly mechanisms also put place ensure interfacing scientific technological institutions administrative mechanisms move aimed evolving integrated coordinated arrangements deal crises political fallout tragedy bizarre aspects speculation whether central government would responded promptly earthquake state opposition party might power view center reacted gujarat tragedy state ruled vajpayees bharatiya janata party bjp sad commentary political mindset lunatic fringe indian foreign political figures indulging value judgments divine dispensation tragedy john minister state civil aviation karnataka pakistanbased terrorist organization lashkeretaibas leader hafiz mohammed saeed expressed extraordinary view earthquake punishment indian people antichristian activities suppression muslims kashmir minister john course lost job rightly religious extremists like saeed beyond redemption matter profound significance new delhi accepted external relief assistance external relief workers coming help india united states western democracies japan china australia bangladesh practically major countries prompt sending assistance problem arrangement deploy foreign relief workers distribute relief material effectively importantly gen pervez musharraf pakistan offered material assistance india accepted good know certain profoundly critical human predicament generate cooperation transcending aberrations politics given adversarial relationship india pakistan downward curve since kargil pakistan one first countries offer assistance proves point elemental human predicaments politics transcended deeper values human concern sympathy moving away past negativism india accepted pakistani assistance without inhibitions contrast pakistan refusing indian assistance cyclone hit east pakistan november 1970 pakistan generous airlifting relief material throughout week even noteworthy musharraf taking initiative call vajpayee higher international plain global sharing human concerns need dealing crises beyond considerations national boundaries national policy doctrines recognized japanese military establishment normally participate international efforts except special circumstances deployed air force send substantive relief supplies india one hope tragedy gujarat becomes catalyst resumption dialogue india pakistan one must add even terrorist militant groups jammu kashmir offered come engage relief work hurriyat leaders delhi since last week contact authorities convergence events impart impulse go forward path indiapakistan peace one hopes,India Abroad,Indian,2001-02-16,post,1.0,0.0,0.0,1
127,american muslims criticize taliban action american muslims banner influential american muslim council amc counts among members several south asianamerican muslims joined united states government condemning taliban destruction ancient buddha statues bamiyan central afghanistan describing afghanistan regimes action totally unislamic amc said deeply disturbed talibans recent destruction two ancient buddhist statues despite offers foreign museums buy proposal build giant wall hide said americanmuslim leaders across country condemned acts taliban reprehensible stating actions betray islams inherent respect religions specific commands koran emphasize tolerance religions ali mazrui director institute global cultural studies binghamton university one founding members amc said would like sacred symbols respected owe similar level respect sacred symbols others said muslim world therefore offended ancient mosque demolished ayodhya india alaqsa mosque jerusalem threatened muslim world also offended fellow muslims desecrate buddhist monuments afghanistan said abrahamic religions share golden rule unto others would done thus mazrui said taliban insult islam abuse buddhism prof sulayman nyang howard university said neither muslim nonmuslim right deface deform violate shrines faith communities acts vandalism condoned muslimsthese acts taliban government fall category actions reprehensible unacceptable another respected americanmuslim academic aziza alhibri professor tc williams school law university richmond recalled centuries islam preserved even maintained prior cultural expressions including egyptian sphinx persian persepolisancient houses worship belonging religions pointed islamic protection structures artifacts may survived meanwhile us state department spokesman richard boucher acknowledged washingtons efforts along many countries private institutions international organizations persuade taliban eschew destruction ancient buddha statues apparently successful boucher said along many countries us condemns destruction irreplaceable world heritage added shouldnt let dismay actions regime taliban authorities distract us helping afghan people argued afghan people responsible taliban decision asserted indeed afghans disagree done boucher said afghan people midst unprecedented humanitarian crisis brought continued warfare drought harsh winters misrule taliban continuing emergency humanitarian aid would urge countries photo sayed rahmatullah hashemi,India Abroad,Indian,2001-03-23,post,0.0,1.0,0.0,1
128,waging war worlds highest coldest battlefield western edge karakoram range himalayas lies 45mile long block ice barren wasteland marked miledeep gorges surrounded peaks rise 20000 feet place temperatures dip minus 108 degrees fahrenheit cannot light match hardly oxygen highly rarefied air siachen largest glacier outside polar regions also highest battlefield world india pakistan waging war nearly 17 years bleak inhospitable place pick rifle without gloves skin sticks metal go without protective goggles 15 minutes snowblindness certain stray paths beaten snow crevasse claims yet another life always possibility altitude sickness heights 15000 feet difficult acclimatize rarified atmosphere begins nausea dizziness leads pulmonary cerebral edema ends suffocating death soldiers sides succumb every year occasionally firing unseen enemy often deadlier foe bitter cold yet stay year year soldiers two countries pitted unending confrontation slab ice five miles thick 45 miles long neither india pakistan willing concede even inch glacier indian army occupied siachen battalion strong force april 1984 prevent pakistan army gaining access region unwilling let guard even ceasefire jammu kashmir good reason siachen forms strategic wedge pakistani forces chinese troops deployed along karakoram pass problem dates back first indiapakistan war 194748 ceasefire formalized two countries auspices united nations define ownership siachen point neither country imagined uninhabitable glacier would one day become source conflict ceasefire line drawn aftermath 194748 war ended point shyok valley known today map coordinate nj9842 located vicinity base glacier matter remained unresolved two countries converted ceasefire line line control loc war 1971 simply neither side forced delineation temporary boundary beyond nj9842 agreement merely said boundary would run north glaciers nj9842 new delhi claimed accordance international law watershed line along ridgeline saltoro range would form boundary pakistan however said straight line running nj9842 karakoram pass including substantial portion nubra valley controlled india boundary would result long common border pakistan china india would lost almost 1351 square miles territory keeping stand pakistan began encouraging foreign mountaineering expeditions climb peaks siachen area early 1970s glacier often depicted pakistani territory maps counter strategy indian army sent mountaineering expeditions glacier late 1970s finally decided position troops siachen operation meghdoot codename action glacier 1984 indian army whose troops prepared highaltitude warfare suffered significant casualties first years compounding problems fact troops glacier deployed posts accessible helicopter advantage however indian army controlled heights allowed beat back numerous attempts pakistani forces occupy strategic features region pakistan army better logistics able resupply posts road pack mule using extensive network roads pakistanadministered kashmir soldiers armies dug heels prepared long haul bureaucrats two countries held several rounds talks resolve siachen dispute january 1986 november 1998 two countries held many seven rounds talks first four rounds ended unsuccessfully due domestic political compulsions operation brasstacks major exercise conducted indian army 1987 pushed countries brink war fifthround talks 1989 two sides narrowed differences substantially officials countries even indicated sort understanding reached pulling back troops siachen within 24 hours agreement fell apart talks 1992 failed although new delhi offered ceasefire siachen talks held november 1998 move rejected islamabad pakistan also reiterated claim india illegally occupying glacier george fernandes took defense minister 1998 initiated several steps strengthen armys deployment siachen region especially glacier medical facilities bolstered almost rs 128 billion 28 million spent aftermath kargil conflict modernizing field hospitals pipeline built supply kerosene fuel freeze subzero temperatures siachen posts glacier special programs launched help persuade predominantly muslim population vital turtuktyakshi area captured pakistan 1971 war support indian army part effort army launched operation sadbhavana established medical camps vocational training programs civilians besides constructing new schools repairing mosques turtuk region brig ashok kumar duggal commanding officer 102 infantry brigade commonly known siachen brigade told india abroad base camp glacier war fought without support local population improve quality life soldiers fireresistant coldproof fiberglass huts sent base camps snow scooters snow mobiles imported along specialized clothing imported several european nations training programs standard operating procedures units siachen improved leading fall casualties situation glacier eased prime minister atal bihari vajpayee announced unilateral ceasefire jammu kashmir november last year guns either side falling silent maj gen sheru thapliyal one senior army commanders siachen area said glacier remains key result area force make sure caught unawares glacier told india abroad siachen confrontation often described futile war battleground decisive victory lt gen khalid mehmood arif former vice chief pakistan army said nation ever wants lose single inch territory siachen psychological political importance value ego prestige perhaps new delhi islamabad one day come formula deal thorny issue till soldiers india pakistan continue battle ruthless conditions worlds coldest battlefield photo soldiers glacier,India Abroad,Indian,2001-03-02,post,0.0,1.0,0.0,1
129,farooq abdullah sworn chief minister farooq abdullah became chief minister jammu kashmir fifth time last week swearingin ceremony looked like coronation simple oathtaking event glittering hall sherekashmir international convention center centaur hotel banks lake dal 100 press cameramen jostled position capture historic moment nearly sevenyearlong presidents rule federal rule new delhi gave way popular government abdullah chief minister january 1990 government resigned amid growing extremism state returned power time party national conference 57 87 seats assembly elections last month traditional political groups declared results elections rebuff militancy secessionists termed farce first installment abdullah brought 26 ministers giving representation three states regions chose eight hindudominated jammu three buddhistmajority ladakh 15 muslimmajority kashmir valley nc 40 seats valley three ladakh 14 jammu region abdullah sprang surprise took ajat shatru singh son dr karan singh former ambassador us cabinet minister charge tourism young singh grandson maharaja hari singh last princely ruler acceded india 1948 abdullah rewarded moulvi iftikhar hussain ansari rebel congress leader campaigned throughout valley garnered shia muslim votes nc appointing cabinet minister appointment raised eyebrows among nc members moulvi ansari given housing urban development portfolio abdullah kept home information power made mohammed shafi finance minister abdul rahim rather finance minister abdullahs last reign given agriculture rural development cooperation except ajat shatru singh 12member cabinet old faces corruption charges leveled charged abetting secessionist militancy seven new faces among 12 ministers state deputy ministers new sakina akhtar whose father wali mohammad ittoo former assembly speaker killed militants jammu april 1994 appointed deputy minister run successfully noorabad constituency anantnag district south swearingin ceremony attended host top political personalities telecast live statecontrolled doordarshan network former prime minister vp singh among guests hugged abdullah sworn governor retired army gen kv krishna rao also among guests congress party president sitaram kesri marxist leader harkishen singh surjeet communist party india leader farooqi union ministers cm ibrahim ram vilas paswan former ministers rajesh pilot ghulam nabi azad kamal nath abdullah delivered brief speech warned pakistan meddling kashmir receiving great applause dont think weak declared strong strength lies ballots bullets demonstrated strength showed emotion recalling telephone prime minister deve gowda morning said prime minister told alone whole nation declared loud cheers sacrifice last drop blood india meanwhile elsewhere srinagar city many people observed general strike call secessionists protest installation government,India Abroad,Indian,1996-10-18,post,,,,0
130,dasgupta wins best director award venice bengali film director buddhadeb dasgupta awarded special prize best director venice international film festival last week movie uttara news report said made film response presentday realities also warn impending dangers dasgupta quoted saying acceptance speech world eternal tension beauty ugliness must strive preserve former optimistic ending thus artistically appropriate also statement faith uttara first indian entry venice festival 12 years also screened london film festival week film explores fallout religious intolerance society stars tapas pal joba seal two actor also venice festival film unmistakable overtones gruesome killing australian missionary graham stewart staines two sons orissa revolves around two friends balram nirmai friendship sours balram marries uttara even balaram nimai obsessively set destroy one another christian pastor burned death church miscreants also rape kill uttara film ends hope matthew pastors adopted son rescued finds someone love care intolerance dasgupta told india abroad earlier interview creeped faith culture neither religion politics give us secure shelter created myth islam friend muslim hinduism hindu christianity christian rest content rooted culture dasgupta whose film grihayuddha shown venice 1981 recently honored national award best director uttara lal darja adjudged best film 1997 poet novelist dasgupta made directorial debut almost 20 years back dooratwo film burgeoning middle class films include grihayuddha andhi gali neem annapurna sheet grishmer smriti phera bagh bahadur tahader katha photo buddhadeb dasgupta,India Abroad,Indian,2000-09-22,post,,,,0
131,cocacola christmas conversionscarred christians santa claus may real thing adopting dutch icon mascot decades ago cocacola may done much popularize christmas nonchristian world evangelist india exception although christianity india predates cocacola 1900 years santa spreading christmas spirit countrys metropolises curiously vast majority christians live small towns villages may idea santa celebrate christmas mark birth christ among urban middle class however way round fact hindus celebrate christmas even though may christian friend relation reason simple many nonchristian protagonists christmas part western cultural orientation see alien religious festival joyous time year visit friends eat shop etc besides christmas comes time weather best hot humid tropical climate gives way middecember pleasantly temperate weather country christmas also precedes new year hindu harvest festivals early january time many sections people cash rich course retailers promote festive spirit beginning christmas week ironical may seem detachment christmas christianity somewhat explains majority community distinguishes christians india christian values symbols large part christians considered belonging lower rung hindu hierarchical society also byandlarge acceptance christians unlike case muslims culturallyspecific mostly indistinguishable hindus could possibly reason hindu indifference issues facing christian community today instance discernible reaction hindus spate attacks christians fringe groups barring politically correct statements professional politicians even normally vocal intelligentsia remained unmoved happening pockets persecution almost corners country suggest majority hindus either support persecution christian even sympathetic extremists line thinking fact called upon respond vast majority indeed sympathetic plight community problem christians hindu apathy apathy consigned host urgent issues confronting christians backburner national priorities denial right adopt children amendments marriage divorce laws etc pending parliament years sometimes apathy tends take negative hue dealing sociological economic matters widespread resentment demand affirmative action dalit christians christian missionary activities leading conversion people faiths extremist hindu organizations fairly successful creating impression conversions essentially either forced induced one case conversion legally established bone coercion fact steady decline population christians past decade seem negate religiousright propaganda nevertheless good news deepseated resentment toward christian among majority hindus christians live perpetual fear persecution portrayed sections foreign media following recent attacks community increasing number hindus getting christmas spirit cultural nonspecificity beginning cut ways least festive time december resultant goodwill particularly traumatic year good enough merry christmas without santa real thing illustration santa claus,India Abroad,Indian,1998-12-25,post,,,,0
132,rights abuses said main cause conflict leading american rights organization said human rights violation parties kashmir critical factor behind current conflict according new yorkbased human rights watch hrw rights violations seriously addressed time past 10 years risk military confrontation india pakistan might reduced report titled india behind kashmir conflict hrw said escalation fighting made urgent international community pressure india end widespread human rights violations security forces kashmir pakistan end support abusive militant groups indias trading partners suspend military cooperation new delhi till provides information human rights abuses security forces kashmir reports said diplomats focused getting india pakistan stay behind socalled line control said patricia gossman senior researcher hrw repression abuse sides keeping conflict alive unless countries end alleged abuses international diplomacy defuse conflict bound fail gossman maintained 44page report released last week focuses border areas southern kashmir militants crossing pakistan documents several massacres hindu civilians carried groups local counterparts 300 civilians killed 1997 mid1999 retaliation attacks indian forces areas retaliated local muslims accuse supporting militants report said adding brutal tactics used indian security forces including summary executions disappearances torture rape provoked widespread alienation india prosecutions security personnel involved violations rare report noted militant groups operating kashmir valley also targeted civilians assassinating political leaders civil servants suspected informers massacred hindu families threatened others attempt drive hindus region report emphasized also urged international community condemn pakistan support abusive militant groups also asked united nations general assembly condemn abuses human rights indian security forces well militants report also urged militants abide human rights norms geneva convention prohibit hostagetaking cruel inhuman degrading treatment executions,India Abroad,Indian,1999-07-23,post,1.0,0.0,0.0,1
133,imran rules alliance ppp imran khan former cricketer chief pakistan tehrikeeinsaf pti party said group considering alliance main opposition pakistan peoples party ppp cannot become party save zardari campaign reference fact ppp lobbying hard get chief former prime minister benazir bhutto absolved corruption charges husband asif ali zardari prison speaking reporters twoday meeting partys central executive committee former pakistan captain ruled alliance ppp charging ruling pakistan muslim league pml prime minister nawaz sharif destroying countrys economy nni news agency reported talking parties form alliance khan added resolution passed central executive committee party khan said pti felt pakistani armys job collect electricity tariff anything army help insure power remain accountable added khan said committee also approved partys manifesto would announced near future sharif khan alleged blackmailing army keeping post chairman joint chiefs staff vacant prime minister claimed wanted become emperor rendering parliament useless khan said cabinet sidelined khan alleged sharif bhutto would never move last two years listening cases benazir zardari convicted case pointed rued corruption become integral part life pakistan adopted culture corruption said recently several regional parties decided form common front dislodge sharif government differences however arose whether bhuttos ppp included proposed alliance photo imran khan,India Abroad,Indian,1999-02-12,post,,,,0
134,passage partition july 10july 16 1947 princely states plan break free first visit lahore july 14 sir cyril radcliffe found heat appaling felt like mount hell commented later political atmosphere less fiery stabbings continued hindu muslim sikh leaders angrily differed punjab partitioned undefined option given boundary commission take factors account encouraged claims based wide range considerations lahore became main victim haste demarcate border intellectual cultural financial historic capital region community claimed contributed status prosperity radcliffe inundated memorandums urging consider wide range factors religion demarcating border muslim league wanted religion taken account jinnah liaquat ali called viceroy express indignation statement british parliament special factors like location sikh religious shrines could taken account since international border demarcated strategists suggested natural features relevant defense taken account proposal lines radcliffe came partition council usual council unable come agreement left discretion commission radcliffe also suggested extensive canal system punjab run joint venture since rivers originated india canals mostly irrigated pakistan political tension intense cooperation considered promptly shot nehru jinnah beyond boundary commissions terms reference governor jenkins complained viceroy impact uncertainty officials expected transferred dominion choice aug 15 could moved know border would feared situation would deteriorate boundary commission report delayed aug 15 later jenkins sent separate appreciation situation viceroy said minorities feeling threatened throughout punjab sikhs uneasy threatened violent uprising unless claims recognized boundary commission jenkins warned talk forcible exchange populations begun sikh community particularly embittered prospect losing fertile lands pakistan mountbatten take reports sikh uprising seriously remarking could put effectively isolated cases arson stabbing already warned maharaja patiala armed forces would used sikhs uprising another problem posed continuing defiance recalcitrant princes though relatively smaller coastal state travancore became vociferous others demanding independence authoritarian dewan sir cp ramaswami aiyer knew direct access sea unlike hyderabad kashmir valuable export trade could resist pressures new delhi rich deposits monazite source material atomic fuel thorium heightened bargaining position export agreement britain monazite signed aiyer rivaled us senator mccarthy obsession communism used oppose links india evident letter prime minister attlee july 14 travancore insisted cannot forced join dominion whose leaders critical juncture world history established diplomatic relations soviet republic mrs vijaylakshmi pandit posted moscow within 50 miles travancore main centers communist influence india aiyer sounded firm less pugnacious british parliament adopted india independence bill law well fact travancore become independent country date aug 15 announced willing work cooperation rest india common facilities however travancore would issue currency reason worse position denmark switzerland siam importance travancore underlined cabinet note earl bistowel secretary state india explained states economic geographical position enabled assert independence wide range exportable products ports bistowel advised britain anything could help travancore assert independence however state able british policy could reconsidered minister supply john wilmot differed pointed richest deposit monazite source material thorium travancore thorium comparable uranium source material atomic energy would britains advantage therefore travancore independent chances getting monazite travancore concluded ultimately depend goodwill government state dewan particular british interests also involved hyderabad july 15 ministry defense discussed letter received air chief marshal sir christopher courtney approached raise air force hyderabad policy statement eventually put defense department close door entering military arrangements viable princely states argued would contrary britains strategic aims conclude military agreements princely states long chance obtaining defense requirements pakistan india accomplished door closed agreements states also noted would undesirable states turn foreign power excluding usa another aspect hyderabads plans build armed forces noted nehru letter patel letter contained confidential information hyderabad government placed order ammunition worth rs 40 million karel karl czech national threat hyderabad serious known army 45000 men hari singh jammu kashmir concerned subduing domestic agitation would weaken authority eve transfer power jinnah promised respect right maharaja determine future state hari singh jailed sheikh mohammed abdullah national conference leaders demanding democratic rule national conference insisting power transferred people maharaja british withdrew month transfer power rulers travancore kashmir hyderabad preparing independence lesser princes sitting fence future map india still unclear,India Abroad,Indian,1997-07-18,post,0.0,1.0,0.0,1
135,trafficking handicapped children may continue nearly 30 handicapped girls forced begging saudi arabia unscrupulous touts returned families last week officials believe seen last decadeold child trafficking racket tension poor families children accusing parents selling parents treating unwelcome burden children part group 76 girls saudi arabia deported mumbai january begging kingdom overstaying visas found belonged west bengal murshidabad muslimmajority district bordering bangladesh lid blown one heinous rackets man conceive ipsita gupta community worker murshidabad told india abroad police officials district agree dozens touts pay poor muslim farmers every year take handicapped children loan dipak sanyal chief west bengals criminal investigation department cid said children called discos bizarre underworld parlance handicap makes movements jerky taken saudi arabia part family haj forced beg millions pilgrims saudi arabia haj begging becomes big industry every tout makes clean profit least rs 70000 80000 around 2000 child paying expenses take saudi arabia cid officials investigating racket orders west bengals left front government told india abroad officials say touts also mostly murshidabad known hajis haj many times every time tout takes five six children beg returns fortune fact haj tout slips saudi arabia leaving poor children fate seems touts also pay families much promise payments range rs 5000 30000 month handicap higher rate child fetches income begging higher says gupta says racket gone well decade officials calcuttas regional passport office concur say 160 passports men children going haj canceled last three years passport officials admit action tip iceberg touts clever lot intelligence official said avoid suspicion pick elderly woman make pose mother group handicapped children woman left work handmaid saudi home children beg tout leaves money leaves said saudi government started cracking overstaying visas child beggars obviously attract attention looks racket suddenly surfaced riyadh says 46 children deported india soon girls returned say went hell yusuf chacha uncle even poured hot oil face could earn says amina khatun 11 said happy return family added never forgive father sole broken homes grinding poverty provide racket cannon fodder every year asiran begun 38 agreed join sukhabar sheikh longtime haji tout seven year old daughter marina divorced husband left fend four children left behind son isa nabi 10 mother sister come back lot know whether ever isa nabi told india abroad worked local brick kiln twelve hours backbreaking labor brings isa rs 20 50 cents understandably palty sum touts offer seems like fortune seven hajis villages murshidabad arrested far many absconding men made millions managing beggars haj might end road although opposition parties demanding tougher crackdown even ruling left front says wants racket stopped furore yet low key murshidabad huge money involved men made least half million rupee year many twice much public outcry subsided may still back business murshidabads leading journalist anal abeddin said,India Abroad,Indian,1997-02-07,post,,,,0
136,television serial dramatizes kashmir crisis unlike 1971 united states sent seventh fleet assist pakistan intimidate indian troops east pakistan time round american president warns new delhi withdraw troops pakistani territory behind line control loc kashmir washington seize indian assets us exchange withdrawal new delhi promised help us improve infrastructure computer industry india finally relents pressure thankfully fiction contained second episode seasons popular west wing us presidents executive office white house series nbc television featuring kashmir crisis one myriad problems white house facing crisis brought end fearful pakistan gives field commanders control nuclear arsenal ironically indian ambassador west wing played pakistaniamerican actor theba iqbal played small parts hit comedies friends caroline city everybody loves raymond seinfeld first episode ended previous week india frustrated pakistani intrusions kargil invading country 300000 troops making threat nuclear confrontation frighteningly real president josiah bartlett informed aides india launched offensive forbearance repeatedly tested pakistans thuggery second episode strong digs taken central intelligence agency cia misses movement seven indian military divisions agency director admits dropped ball one order get feel conflict bartlett calls lord john marbury played roger rees cheers fame eccentric british diplomat ties warring nations weakness booze women advise marbury tells bartlett conflict based history geography religion hindumajority india muslim pakistan warns unlike us erstwhile soviet union cold war india pakistan would compunctions using newlyacquired nuclear weapons first episode ends india declaring inexplicable ceasefire bartlett looking quote book revelations predicts armageddon second episode finds us pressuring india withdraw troops offering infrastructural incentives two episodes mark first instance us entertainment industry exploiting kashmir imbroglio come barely month president bill clinton said believed simmering kashmir crisis dangerous situation world indian americans said found west wing episodes antiindia propakistan portrayed new delhi aggressor kashmir dispute although indias invasion triggered pakistani intrusion across loc others however said exciting find south asia featured prime time television although sense internationalizing kashmir conflict sreenath sreenivasan professor journalism columbia university said whatever might think country portrayed fictional story excited see india pakistan prime time television even pronounced pakistan right way,India Abroad,Indian,2000-01-21,post,1.0,0.0,0.0,1
137,jayalalitha rides crest silent wave tamil nadu former chief minister jayaram jayalalitha risen like phoenix tamil nadu rout blistering summer 1996 party drew zero lok sabha election nearly obliterated state legislature less two years period described difficult phase resurrected steering sixparty alliance win 30 39 parliamentary seats state clearly one biggest surprises election rode crest dubbed silent wave moment glory jayalalitha contest election campaigned extensively party remembered political mentor late chief minister mg ramachandran commonly known mgr founded india anna dravida munnetra kazhagam aiadmk heads aim reestablish mgr rule state said aiadmk 18 22 seats contested making secondlargest constituent bharatiya janata party bjpled national coalition even 10 years death mgr still much loved hero rural tamil nadu nationwide hunt regional allies bjp desperate get stigma political untouchable confined north india prevented holding onto power new delhi 1996 brought doorstep aiadmk jayalalithas spectacular political comeback become elections talking point perceptible wave favor bjpaiadmk alliance state expected aiadmks alliance bjp would help attract numerically insignificant upper caste votes results surprising apart aiadmks spectacular showing dravidian heartland tamil nadu first time sending three bjp members parliament bomb blasts allegedly engineered muslim fundamentalist groups coimbatore feb 14 seizure arms ammunition around city days followed helped bjp grab seats western belt state coimbatore election deferred feb 28 account blasts witnessed voter turnout 80 percent even socalled sensitive areas city bjp candidate cp radhakrishna margin 100000 votes aiadmks strategic alliances smaller parties pattali makkal katchi pmk four seats marumalarchi dravida munnetra kazhagam mdmk three seats strengthened pmk following among backward vanniyar community northern districts mdmk breakaway group dmk led v gopalasamy stronghold southern districts jayalalithas former enemies subramaniam swamy janata party rebel congressman vazhapadi ramamurthy tamizhaga rajiv congress trc struck opportunistic alliances aiadmk seats dravida munnetra kazhagam dmktamil maanila congress tmccommunist party india cpi combine bagged 39 parliamentary seats state 1996 rough ride thanks clout united front uf government nine ministers tamil nadu cabinet tables turned time dmktmccpi alliance struggled retain nine seats heavily reduced margins could achieve 100000plus victory margin constituency alliance lucky see two heavyweights industry minister murasoli maran dmk finance minister p chidambaram tmc win aiadmk rivals maran victory margin 71000 votes chennai central constituency pocket borough sivaganga chidambara 1996 margin 282000 votes nearest rival content margin 55000 time tmc reduced three mps 12th lok sabha appears suffered areas described sonia gandhi factor widow former prime minister rajiv gandhi succeeded splitting small significant traditional congress vote estimated 13 percent tmc sole beneficiary 1996 dmk reduced six mps paid heavy price state governments laxity dealing security problems segment hindu voters unhappy dmks inability check growth muslim fundamentalist groups party also suffered polarization castes following riots southern districts last year jayalalithas decision abandon partys longtime ally congress party link fortunes bjp brought rich harvest also fractured verdict delivered electorate made another hung parliament inevitable piquant situation given aiadmk lot bargaining power significantly jayalalitha faces corruption charges several court cases pending could position even demand dismissal dmk government led bete noir muthuvel karunanidhi comes power bjp must find artful ways fend vindictive jayalalitha certain wreak vengeance karunanidhi making spend miserable days prison corruption charges political observers say photo jayaram jayalalitha,India Abroad,Indian,1998-03-13,post,1.0,0.0,0.0,1
