,0
603,0
604,1
605,1
606,0
607,0
608,1
609,1
610,0
611,1
612,0
613,0
614,0
615,0
616,1
617,0
618,0
619,0
620,0
621,1
622,1
623,1
624,1
625,0
626,1
627,0
628,1
629,0
630,1
631,0
632,0
633,1
634,1
635,0
636,0
637,0
638,0
639,1
640,1
641,0
642,1
643,0
644,1
645,1
646,1
647,0
648,0
649,0
650,0
651,0
652,1
653,0
654,0
655,1
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,1
664,1
665,0
666,1
667,1
668,1
669,1
670,0
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,0
683,0
684,1
685,1
686,0
687,0
688,0
689,0
690,0
691,1
692,0
693,1
694,1
695,0
696,1
697,1
698,1
699,1
700,1
701,1
702,0
703,1
704,1
705,1
706,1
707,1
708,0
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,0
724,0
725,0
726,0
727,1
728,0
729,1
730,0
731,0
732,1
733,0
734,1
735,1
736,0
737,0
738,1
739,0
740,1
741,0
742,1
743,0
744,1
745,1
746,0
747,0
748,1
749,1
750,1
751,0
752,1
753,1
754,1
755,0
756,0
757,1
758,1
759,0
760,1
761,0
762,0
763,1
764,1
765,0
766,1
767,1
768,1
769,0
770,0
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,0
780,1
781,1
782,0
783,1
784,1
785,1
786,0
787,1
788,0
789,1
790,1
791,1
792,1
793,1
794,1
795,0
796,1
797,1
798,1
799,1
800,1
801,1
802,0
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,0
811,1
812,0
813,0
814,0
815,0
816,1
817,1
818,1
819,1
820,0
821,1
822,1
823,0
824,1
825,0
826,1
827,1
828,0
829,0
830,0
831,1
832,0
833,1
834,1
835,1
836,1
837,0
838,1
839,1
840,0
841,1
842,1
843,0
844,0
845,0
846,1
847,0
848,0
849,1
850,1
851,0
852,1
853,1
854,1
855,0
856,0
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,0
869,1
870,1
871,0
872,1
873,1
874,0
875,1
876,0
877,0
878,1
879,0
880,1
881,1
882,1
883,0
884,0
885,0
886,1
887,1
888,1
889,1
890,1
891,1
892,1
893,0
894,1
895,1
896,0
897,0
898,0
899,0
900,0
901,1
902,1
903,1
904,0
905,0
906,0
907,0
908,1
909,1
910,1
911,1
912,1
913,1
914,1
915,0
916,1
917,0
918,1
919,1
920,1
921,1
922,0
923,1
924,1
925,0
926,1
927,0
928,0
929,0
930,0
931,1
932,0
933,1
934,0
935,1
936,0
937,0
938,0
939,0
940,1
941,0
942,0
943,0
944,0
945,0
946,0
947,1
948,0
949,1
950,1
951,0
952,1
953,0
954,1
955,0
956,1
957,1
958,1
959,1
960,1
961,1
962,1
963,0
964,0
965,0
966,1
967,0
968,1
969,0
970,1
971,0
972,0
973,1
974,0
975,0
976,1
977,0
978,0
979,1
980,1
981,0
982,1
983,0
984,1
985,0
986,1
987,1
988,0
989,0
990,1
991,1
992,0
993,0
994,1
995,1
996,0
997,0
998,0
999,1
1000,1
1001,0
1002,0
1003,1
1004,0
1005,1
1006,1
1007,1
1008,1
1009,1
1010,0
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,0
1020,0
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,0
1032,1
1033,0
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,0
1042,0
1043,0
1044,1
1045,1
1046,1
1047,1
1048,0
1049,0
1050,0
1051,1
1052,0
1053,0
1054,0
1055,1
1056,1
1057,1
1058,1
1059,1
1060,0
1061,0
1062,1
1063,1
1064,1
1065,1
1066,0
1067,1
1068,1
1069,0
1070,1
1071,1
1072,1
1073,1
1074,1
1075,0
1076,1
1077,1
1078,1
1079,1
1080,1
1081,0
1082,1
1083,1
1084,1
1085,1
1086,0
1087,0
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,1
1103,1
1104,1
1105,1
1106,0
1107,1
1108,1
1109,1
1110,0
1111,0
1112,1
1113,1
1114,1
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1129,0
1130,1
1131,1
1132,0
1133,0
1134,1
1135,1
1136,1
1137,0
1138,0
1139,1
1140,0
1141,0
1142,1
1143,1
1144,1
1145,1
1146,1
1147,0
1148,0
1149,0
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,0
1166,1
1167,1
1168,1
1169,0
1170,1
1171,1
1172,1
1173,1
1174,0
1175,1
1176,1
1177,1
1178,0
1179,1
1180,1
1181,1
1182,1
1183,0
1184,1
1185,1
1186,1
1187,0
1188,1
1189,1
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,0
1207,0
1208,1
1209,1
1210,0
1211,1
1212,1
1213,1
1214,0
1215,0
1216,0
1217,1
1218,0
1219,0
1220,1
1221,1
1222,1
1223,1
1224,0
1225,0
1226,1
1227,1
1228,1
1229,1
1230,0
1231,1
1232,1
1233,1
1234,1
1235,1
1236,0
1237,1
1238,0
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,0
1247,1
1248,1
1249,1
1250,1
1251,1
1252,1
1253,1
1254,0
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,0
1262,0
1263,0
1264,1
1265,0
1266,0
1267,0
1268,1
1269,0
1270,1
1271,0
1272,1
1273,1
1274,1
1275,0
1276,0
1277,0
1278,1
1279,1
1280,0
1281,1
1282,1
1283,0
1284,1
1285,0
1286,1
1287,1
1288,1
1289,0
1290,0
1291,1
1292,1
1293,1
1294,0
1295,0
1296,1
1297,1
1298,0
1299,0
1300,1
1301,1
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,1
1310,1
1311,1
1312,0
1313,0
1314,1
1315,1
1316,1
1317,1
1318,0
1319,1
1320,1
1321,0
1322,1
1323,1
1324,0
1325,1
1326,1
1327,0
1328,1
1329,0
1330,0
1331,1
1332,0
1333,0
1334,0
1335,0
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,0
1343,1
1344,0
1345,1
1346,1
1347,1
1348,1
1349,0
1350,1
1351,1
1352,1
1353,0
1354,1
1355,1
1356,1
1357,1
1358,1
1359,0
1360,0
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,0
1371,0
1372,0
1373,1
1374,1
1375,1
1376,1
1377,1
1378,0
1379,1
1380,1
1381,1
1382,0
1383,1
1384,1
1385,1
1386,0
1387,1
1388,0
1389,1
1390,1
1391,1
1392,1
1393,1
1394,0
1395,1
1396,0
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,1
1410,0
1411,0
1412,1
1413,1
1414,0
1415,0
1416,0
1417,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,1
1428,0
1429,1
1430,1
1431,1
1432,1
1433,1
1434,0
1435,1
1436,1
1437,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,1
1445,0
1446,0
1447,1
1448,0
1449,1
1450,0
1451,1
1452,1
1453,1
1454,1
1455,0
1456,0
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,1
1465,1
1466,1
1467,1
1468,1
1469,0
1470,1
1471,1
1472,0
1473,1
1474,1
1475,1
1476,1
1477,1
1478,0
1479,1
1480,1
1481,1
1482,1
1483,0
1484,1
1485,1
1486,0
1487,0
1488,0
1489,1
1490,1
1491,0
1492,1
1493,1
1494,0
1495,0
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,0
1504,1
1505,1
1506,1
1507,1
1508,0
1509,1
1510,1
1511,0
1512,1
1513,1
1514,1
1515,1
1516,0
1517,1
1518,0
1519,0
1520,0
1521,0
1522,1
1523,1
1524,1
1525,1
1526,1
1527,0
1528,0
1529,1
1530,1
1531,1
1532,0
1533,1
1534,0
1535,1
1536,1
1537,1
1538,0
1539,1
1540,0
1541,1
1542,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,1
1549,0
1550,0
1551,0
1552,1
1553,1
1554,1
1555,1
1556,0
1557,1
1558,0
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,0
1568,1
1569,0
1570,1
1571,1
1572,0
1573,0
1574,0
1575,0
1576,1
1577,1
1578,1
1579,1
1580,0
1581,1
1582,1
1583,0
1584,0
1585,1
1586,0
1587,0
1588,0
1589,1
1590,1
1591,0
1592,1
1593,1
1594,1
1595,1
1596,0
1597,0
1598,0
1599,1
1600,1
1601,0
1602,0
1603,0
1604,1
1605,0
1606,1
1607,0
1608,1
1609,1
1610,0
1611,0
1612,1
1613,0
1614,1
1615,1
1616,1
1617,0
1618,1
1619,0
1620,1
1621,0
1622,1
1623,0
1624,0
1625,0
1626,0
1627,0
1628,1
1629,0
1630,0
1631,0
1632,1
1633,0
1634,0
1635,1
1636,0
1637,0
1638,1
1639,0
1640,0
1641,0
1642,0
1643,0
1644,1
1645,0
1646,0
1647,1
1648,1
1649,1
1650,1
1651,0
1652,0
1653,0
1654,1
1655,1
1656,0
1657,1
1658,1
1659,0
1660,0
1661,0
1662,1
1663,0
1664,1
1665,1
1666,1
1667,0
1668,1
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,0
1676,0
1677,1
1678,0
1679,1
1680,1
1681,1
1682,0
1683,1
1684,0
1685,0
1686,0
1687,1
1688,1
1689,0
1690,1
1691,1
1692,1
1693,0
1694,1
1695,1
1696,1
1697,0
1698,1
1699,1
1700,1
1701,0
1702,0
1703,1
1704,0
1705,1
1706,0
1707,0
1708,1
1709,1
1710,1
1711,1
1712,1
1713,0
1714,0
1715,1
1716,0
1717,0
1718,1
1719,0
1720,1
1721,1
1722,1
1723,0
1724,0
1725,1
1726,1
1727,1
1728,0
1729,0
1730,1
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,1
1738,0
1739,0
1740,1
1741,0
1742,1
1743,1
1744,0
1745,0
1746,0
1747,0
1748,0
1749,1
1750,1
1751,1
1752,1
1753,0
1754,0
1755,1
1756,1
1757,0
1758,1
1759,1
1760,1
1761,1
1762,1
1763,1
1764,0
1765,1
1766,0
1767,1
1768,1
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,0
1778,1
1779,0
1780,0
1781,1
1782,0
1783,0
1784,0
1785,1
1786,1
1787,1
1788,0
1789,0
1790,1
1791,1
1792,1
1793,1
1794,0
1795,0
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,0
1805,1
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,0
1814,1
1815,1
1816,1
1817,1
1818,0
1819,0
1820,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,0
1829,1
1830,1
1831,1
1832,1
1833,1
1834,0
1835,0
1836,1
1837,1
1838,1
1839,1
1840,1
1841,1
1842,1
1843,1
1844,1
1845,0
1846,1
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,1
1857,0
1858,1
1859,0
1860,1
1861,1
1862,1
1863,0
1864,1
1865,1
1866,1
1867,0
1868,1
1869,0
1870,1
1871,0
1872,1
1873,1
1874,1
1875,0
1876,1
1877,0
1878,0
1879,0
1880,1
1881,1
1882,0
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,1
1890,1
1891,1
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,0
1902,1
1903,1
1904,1
1905,1
1906,0
1907,1
1908,1
1909,0
1910,0
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,0
1919,0
1920,1
1921,1
1922,1
1923,1
1924,1
1925,1
1926,1
1927,0
1928,0
1929,0
1930,1
1931,1
1932,0
1933,1
1934,1
1935,1
1936,1
1937,0
1938,1
1939,0
1940,1
1941,1
1942,1
1943,0
1944,1
1945,1
1946,0
1947,1
1948,1
1949,1
1950,0
1951,1
1952,1
1953,1
1954,1
1955,0
1956,1
1957,1
1958,1
1959,1
1960,0
1961,1
1962,0
1963,0
1964,1
1965,1
1966,1
1967,1
1968,1
1969,1
1970,1
1971,1
1972,1
1973,0
1974,1
1975,1
1976,1
1977,0
1978,0
1979,0
1980,0
1981,1
1982,0
1983,1
1984,1
1985,0
1986,1
1987,0
1988,0
1989,1
1990,1
1991,1
1992,1
1993,0
1994,1
1995,0
1996,1
1997,1
1998,1
1999,1
2000,1
2001,1
2002,0
2003,0
2004,1
2005,1
2006,1
2007,0
2008,1
2009,1
2010,1
2011,0
2012,1
2013,1
2014,0
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,0
2022,1
2023,1
2024,1
2025,0
2026,1
2027,1
2028,1
2029,0
2030,1
2031,0
2032,1
2033,0
2034,1
2035,0
2036,1
2037,0
2038,1
2039,0
2040,1
2041,1
2042,0
2043,1
2044,1
2045,1
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,1
2053,1
2054,1
2055,1
2056,0
2057,1
2058,0
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,0
2068,1
2069,1
2070,1
2071,0
2072,1
2073,1
2074,1
2075,0
2076,1
2077,1
2078,0
2079,1
2080,1
2081,0
2082,0
2083,1
2084,1
2085,0
2086,0
2087,0
2088,0
2089,1
2090,0
2091,1
2092,1
2093,0
2094,1
2095,0
2096,1
2097,0
2098,0
2099,0
2100,0
2101,0
2102,1
2103,0
2104,1
2105,0
2106,0
2107,1
2108,0
2109,1
2110,0
2111,0
2112,1
2113,0
2114,1
2115,0
2116,0
2117,1
2118,0
2119,1
2120,0
2121,1
2122,0
2123,0
2124,0
2125,0
2126,1
2127,1
2128,0
2129,1
2130,0
2131,0
2132,0
2133,1
2134,0
2135,1
2136,1
2137,1
2138,1
2139,1
2140,0
2141,1
2142,0
2143,1
2144,1
2145,1
2146,0
2147,1
2148,1
2149,0
2150,0
2151,0
2152,0
2153,1
2154,1
2155,1
2156,0
2157,1
2158,0
2159,1
2160,0
2161,0
2162,1
2163,0
2164,0
2165,1
2166,0
2167,0
2168,1
2169,0
2170,1
2171,0
2172,1
2173,0
2174,0
2175,1
2176,1
2177,1
2178,0
2179,1
2180,0
2181,1
2182,1
2183,0
2184,0
2185,1
2186,0
2187,0
2188,0
2189,0
2190,0
2191,0
2192,1
2193,1
2194,0
2195,0
2196,1
2197,0
2198,0
2199,0
2200,1
2201,1
2202,0
2203,1
2204,0
2205,1
2206,0
2207,1
2208,1
2209,0
2210,1
2211,0
2212,0
2213,0
2214,0
2215,0
2216,1
2217,1
2218,0
2219,1
2220,1
2221,0
2222,0
2223,1
2224,1
2225,0
2226,0
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,1
2236,1
2237,1
2238,1
2239,1
2240,1
2241,1
2242,1
2243,0
2244,1
2245,0
2246,0
2247,1
2248,1
2249,1
2250,0
2251,1
2252,1
2253,0
2254,0
2255,1
2256,1
2257,1
2258,0
2259,1
2260,0
2261,1
2262,1
2263,1
2264,1
2265,0
2266,0
2267,0
2268,0
2269,0
2270,1
2271,1
2272,0
2273,1
2274,1
2275,1
2276,0
2277,1
2278,1
2279,1
2280,1
2281,1
2282,1
2283,1
2284,0
2285,1
2286,1
2287,0
2288,0
2289,1
2290,1
2291,0
2292,1
2293,0
2294,1
2295,1
2296,1
2297,1
2298,0
2299,0
2300,1
2301,0
2302,0
2303,1
2304,0
2305,0
2306,0
2307,0
2308,1
2309,0
2310,1
2311,1
2312,0
2313,0
2314,1
2315,0
2316,0
2317,1
2318,0
2319,1
2320,0
2321,0
2322,1
2323,0
2324,0
2325,1
2326,0
2327,1
2328,0
2329,1
2330,0
2331,0
2332,0
2333,1
2334,0
2335,0
2336,0
2337,0
2338,0
2339,0
2340,0
2341,1
2342,0
2343,1
2344,1
2345,0
2346,0
2347,0
2348,0
2349,1
2350,1
2351,0
2352,0
2353,1
2354,1
2355,0
2356,0
2357,1
2358,1
2359,0
2360,0
2361,1
2362,1
2363,1
2364,1
2365,1
2366,1
2367,1
2368,1
2369,0
2370,1
2371,0
2372,0
2373,1
2374,0
2375,0
2376,0
2377,1
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,1
2392,0
2393,0
2394,0
2395,0
2396,0
2397,1
2398,0
2399,1
2400,0
2401,1
2402,0
2403,0
2404,0
2405,0
2406,1
2407,1
2408,0
2409,1
2410,0
2411,1
2412,0
2413,0
2414,0
2415,1
2416,0
2417,0
2418,1
2419,1
2420,0
2421,0
2422,0
2423,0
2424,0
2425,1
2426,1
2427,1
2428,0
2429,0
2430,1
2431,0
2432,0
2433,1
2434,1
2435,0
2436,0
2437,0
2438,0
2439,1
2440,0
2441,0
2442,0
2443,1
2444,0
2445,0
2446,0
2447,0
2448,1
2449,0
2450,0
2451,1
2452,1
2453,1
2454,1
2455,1
2456,0
2457,0
2458,1
2459,1
2460,1
2461,0
2462,0
2463,0
2464,0
2465,1
2466,1
2467,1
2468,1
2469,0
2470,1
2471,1
2472,1
2473,1
2474,0
2475,0
2476,0
2477,1
2478,0
2479,0
2480,1
2481,0
2482,1
2483,1
2484,0
2485,1
2486,1
2487,1
2488,1
2489,0
2490,0
2491,1
2492,1
2493,1
2494,0
2495,1
2496,1
2497,1
2498,1
2499,1
2500,1
2501,0
2502,1
2503,0
2504,1
2505,1
2506,1
2507,1
2508,1
2509,0
2510,1
2511,0
2512,1
2513,1
2514,1
2515,0
2516,1
2517,0
2518,0
2519,0
2520,1
2521,1
2522,0
2523,0
2524,0
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,1
2533,1
2534,1
2535,1
2536,1
2537,1
2538,1
2539,0
2540,1
2541,1
2542,0
2543,1
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,1
2552,1
2553,0
2554,0
2555,0
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,0
2563,1
2564,0
2565,1
2566,1
2567,0
2568,1
2569,1
2570,1
2571,1
2572,0
2573,1
2574,0
2575,1
2576,0
2577,1
2578,1
2579,1
2580,1
2581,0
2582,1
2583,0
2584,0
2585,0
2586,1
2587,1
2588,0
2589,1
2590,1
2591,1
2592,1
2593,0
2594,1
2595,1
2596,0
2597,0
2598,0
2599,0
2600,0
2601,1
2602,1
2603,0
2604,1
2605,1
2606,1
2607,1
2608,1
2609,1
2610,1
2611,1
2612,1
2613,0
2614,0
2615,1
2616,0
2617,0
2618,1
2619,0
2620,0
2621,1
2622,1
2623,1
2624,1
2625,1
2626,0
2627,1
2628,1
2629,1
2630,1
2631,1
2632,0
2633,0
2634,1
2635,1
2636,0
2637,1
2638,1
2639,0
2640,1
2641,0
2642,1
2643,1
2644,1
2645,1
2646,1
2647,0
2648,0
2649,1
2650,0
2651,1
2652,1
2653,0
2654,0
2655,1
2656,0
2657,1
2658,1
2659,1
2660,0
2661,1
2662,1
2663,0
2664,1
2665,1
2666,0
2667,1
2668,1
2669,1
2670,1
2671,1
2672,1
2673,0
2674,1
2675,1
2676,1
2677,1
2678,0
2679,1
2680,1
2681,1
2682,0
2683,1
2684,1
2685,0
2686,1
2687,0
2688,0
2689,1
2690,1
2691,1
2692,1
2693,1
2694,1
2695,0
2696,0
2697,1
2698,0
2699,0
2700,1
2701,1
2702,1
2703,1
2704,0
2705,1
2706,1
2707,1
2708,1
2709,0
2710,1
2711,0
2712,0
2713,1
2714,1
2715,1
2716,1
2717,0
2718,0
2719,0
2720,0
2721,1
2722,1
2723,0
2724,0
2725,1
2726,1
2727,1
2728,0
2729,0
2730,1
2731,1
2732,0
2733,0
2734,0
2735,0
2736,0
2737,1
2738,1
2739,1
2740,1
2741,1
2742,1
2743,0
2744,0
2745,0
2746,1
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,1
2755,1
2756,1
2757,1
2758,0
2759,1
2760,1
2761,1
2762,0
2763,1
2764,1
2765,1
2766,1
2767,1
2768,1
2769,1
2770,0
2771,1
2772,1
2773,0
2774,1
2775,0
2776,1
2777,1
2778,1
2779,0
2780,1
2781,1
2782,0
2783,0
2784,1
2785,1
2786,0
2787,1
2788,0
2789,0
2790,1
2791,1
2792,0
2793,1
2794,1
2795,1
2796,1
2797,1
2798,0
2799,1
2800,1
2801,1
2802,1
2803,0
2804,1
2805,1
2806,1
2807,1
2808,1
2809,1
2810,0
2811,0
2812,0
2813,0
2814,1
2815,0
2816,0
2817,1
2818,1
2819,1
2820,0
2821,1
2822,1
2823,0
2824,1
2825,1
2826,1
2827,1
2828,1
2829,1
2830,0
2831,1
2832,1
2833,1
2834,0
2835,1
2836,1
2837,1
2838,1
2839,1
2840,1
2841,0
2842,1
2843,1
2844,0
2845,1
2846,1
2847,0
2848,1
2849,1
2850,1
2851,0
2852,1
2853,1
2854,0
2855,0
2856,1
2857,1
2858,1
2859,0
2860,1
2861,1
2862,1
2863,1
2864,1
2865,1
2866,1
2867,0
2868,1
2869,1
2870,1
2871,0
2872,0
2873,0
2874,1
2875,0
2876,1
2877,1
2878,1
2879,1
2880,0
2881,0
2882,1
2883,1
2884,1
2885,1
2886,0
2887,1
2888,0
2889,1
2890,1
2891,0
2892,0
2893,0
2894,1
2895,1
2896,1
2897,1
2898,0
2899,1
2900,0
2901,1
2902,1
2903,1
2904,0
2905,0
2906,0
2907,0
2908,0
2909,1
2910,1
2911,0
2912,1
2913,0
2914,0
2915,1
2916,0
2917,0
2918,0
2919,0
2920,1
2921,1
2922,1
2923,1
2924,0
2925,0
2926,1
2927,1
2928,0
2929,1
2930,0
2931,1
2932,0
2933,0
2934,1
2935,0
2936,0
2937,1
2938,0
2939,0
2940,0
2941,1
2942,0
2943,0
2944,1
2945,1
2946,0
2947,0
2948,1
2949,0
2950,1
2951,0
2952,0
2953,1
2954,0
2955,0
2956,0
2957,0
2958,0
2959,0
2960,0
2961,1
2962,1
2963,0
2964,0
2965,0
2966,0
2967,0
2968,0
2969,0
2970,0
2971,1
2972,1
2973,0
2974,0
2975,0
2976,1
2977,1
2978,1
2979,0
2980,0
2981,0
2982,1
2983,0
2984,0
2985,0
2986,0
2987,1
2988,1
2989,1
2990,0
2991,0
2992,1
2993,1
2994,0
2995,0
2996,0
2997,0
2998,0
